graph_slot,source_node_index,source_node_id,source_feature,target_node_index,target_node_id,target_feature,lag_5min_steps,raw_p_value,fdr_bh_q_value,parcorr_value
331,0,400593,flow,0,400593,flow,1,1.189503497729133e-13,7.881372868389347e-12,0.16536913009830162
331,0,400593,flow,0,400593,flow,2,7.366181762142083e-22,8.418493442448096e-20,0.21320399922629948
331,0,400593,flow,0,400593,flow,3,3.4381799839793795e-20,3.6315250686530366e-18,0.20443145171370833
331,0,400593,flow,0,400593,flow,4,6.508203128037984e-17,5.5020425661690975e-15,0.18592816483226265
331,0,400593,flow,0,400593,flow,5,2.8145470738437316e-11,1.4720149345042278e-09,0.14858187544367885
331,0,400593,flow,0,400593,flow,6,6.267171412206188e-13,3.895565539673486e-11,0.16049430516352298
331,0,400593,flow,0,400593,flow,7,3.712200652765005e-21,4.1119761076781594e-19,0.20956017729387827
331,0,400593,flow,0,400593,flow,8,4.304545482468746e-08,1.4688496433068707e-06,0.122533764565006
331,0,400593,flow,0,400593,flow,10,3.229971129996981e-05,0.0006117262289165699,0.09312764819553737
331,0,400593,flow,0,400593,flow,12,4.6116702672952e-06,0.0001065939837063417,0.10260400827057486
331,0,400593,flow,2,400331,flow,1,0.0004006389488661991,0.0052609013977185475,0.07935243457675811
331,0,400593,flow,2,400331,flow,5,0.0007077247752084756,0.008476215771834252,0.07593050856721623
331,0,400593,flow,2,400331,flow,7,0.00021203766188215628,0.003102990173885214,0.08302915461762696
331,0,400593,flow,7,408093,flow,5,0.003034451277396102,0.027185461464851016,0.06648358432757907
331,0,400593,flow,8,401448,flow,6,0.0021216206576310935,0.020495083275863874,0.06890986280858333
331,0,400593,flow,8,401448,flow,11,0.0001878488204741986,0.002784855540317563,0.08371254540743216
331,0,400593,flow,9,402391,flow,1,0.003960565940772219,0.033229063632037266,0.06462728478177612
331,0,400593,flow,9,402391,flow,5,0.0026812562843411486,0.024700985341429647,0.06733108647421493
331,0,400593,flow,10,400497,flow,4,0.00012406579402433532,0.00196395833706533,0.0860156283901586
331,0,400593,flow,10,400497,flow,10,0.0036226068335555063,0.030995566490314493,0.06525389774233828
331,0,400593,flow,10,400497,flow,11,0.0006984128718843129,0.008393729862285086,0.07601171585581741
331,0,400593,flow,11,405841,flow,4,0.0005434524138697932,0.0068168247035932245,0.07753558828484959
331,0,400593,flow,11,405841,flow,5,0.00458782862880011,0.03715676729736871,0.06358301292313222
331,0,400593,flow,11,405841,flow,10,0.0008961670887680581,0.0102854458647131,0.07446999209239069
331,0,400593,flow,13,400183,flow,1,0.0008806135681473833,0.010152790537487846,0.0745791754492792
331,0,400593,flow,13,400183,flow,2,0.0009293321920804738,0.010612516705756402,0.07424292102363836
331,0,400593,flow,13,400183,flow,11,0.006373213665120501,0.047687156045454454,0.0611942616853412
331,0,400593,flow,14,401469,flow,5,0.0061676553793651445,0.046450885676330635,0.06143601352943251
331,0,400593,flow,14,401469,flow,10,0.0010182188037936425,0.011377923518852912,0.07366943048478042
331,0,400593,flow,15,401472,flow,5,9.9332771418803e-06,0.0002144515604843723,0.09896980798085372
331,0,400593,flow,15,401472,flow,6,0.0035916723662981175,0.03081633490051215,0.0653138773884473
331,0,400593,flow,15,401472,flow,11,0.0001981611867222579,0.002916716615469009,0.08341164451150386
331,0,400593,flow,16,405838,flow,3,0.002290154934835319,0.02181099937938399,0.06839781837590787
331,0,400593,flow,16,405838,flow,11,0.005217521637626022,0.040973811078975485,0.06265743818663023
331,0,400593,flow,18,404528,flow,4,0.001255604979068557,0.013489712781835778,0.0723386674449819
331,0,400593,flow,19,401795,flow,4,0.004504926987416132,0.03660888748238843,0.06371332216574879
331,0,400593,flow,19,401795,flow,5,4.684644245715816e-05,0.0008471185911047436,0.09121369998435688
331,0,400593,occupancy,0,400593,flow,1,1.3858572431371519e-09,5.94528628634806e-08,0.13537683134638304
331,0,400593,occupancy,0,400593,flow,2,0.00248647577375724,0.02329049293718837,-0.06784315447892884
331,0,400593,occupancy,0,400593,flow,3,6.17416368078495e-13,3.8432834439468275e-11,-0.16053921935030505
331,0,400593,occupancy,0,400593,flow,6,4.212103899127647e-06,9.835831807692668e-05,0.10302528244358518
331,0,400593,occupancy,0,400593,flow,7,1.0051321624277229e-13,6.700881082851486e-12,-0.16590015302066988
331,0,400593,occupancy,5,400503,flow,4,7.259440285307756e-05,0.0012332198990377312,0.0889104165749899
331,0,400593,occupancy,6,405843,flow,7,0.005085900270043747,0.04018121647145023,-0.06284222416394958
331,0,400593,occupancy,7,408093,flow,10,5.2097567122424244e-05,0.0009296220155674214,-0.09065996665171253
331,0,400593,occupancy,10,400497,flow,1,0.00010414033917836609,0.001690666160280126,-0.08697095523990596
331,0,400593,occupancy,11,405841,flow,3,0.000795643353500866,0.009350666953603336,-0.07520919624658816
331,0,400593,occupancy,11,405841,flow,11,0.003140470301043972,0.02787261878562756,-0.06624674060086358
331,0,400593,speed,9,402391,flow,8,0.005967969004920085,0.0454221742446349,0.061677904495008956
331,1,400125,flow,1,400125,flow,1,1.0730878992904572e-110,4.730346658096709e-108,0.47172448589036947
331,1,400125,flow,1,400125,flow,2,5.1782910385001e-18,4.689773016000091e-16,0.19234405883017802
331,1,400125,flow,1,400125,flow,6,0.0054589762661533415,0.042445603797304596,0.06232913331984168
331,1,400125,flow,1,400125,flow,11,4.149934332792112e-06,9.716919413366896e-05,0.10309424787257362
331,1,400125,flow,1,400125,flow,12,5.219135746186728e-05,0.0009305268849990369,0.09065056531423422
331,1,400125,flow,3,400039,flow,1,2.2264175434938385e-05,0.00043798377904796825,0.09498335354319042
331,1,400125,flow,3,400039,flow,2,0.005416101072275014,0.04214257318484881,0.06238646101584993
331,1,400125,flow,3,400039,flow,12,1.3019231055637566e-05,0.00027355582762818233,0.09765825556621241
331,1,400125,flow,4,400316,flow,2,0.006196858393937321,0.04663025302527299,-0.06140123086520724
331,1,400125,flow,4,400316,flow,3,0.005987422655568802,0.04551062980027065,-0.061654021497598126
331,1,400125,flow,4,400316,flow,4,0.0006819192579858087,0.008238074128423336,-0.0761580533464999
331,1,400125,flow,4,400316,flow,12,0.0020204382759323467,0.01976515704716426,0.06923548642937374
331,1,400125,flow,5,400503,flow,1,3.06394079387021e-07,9.004234169741026e-06,0.11457130226221994
331,1,400125,flow,5,400503,flow,7,0.006563595636928893,0.04875800359003788,0.06097653322078355
331,1,400125,flow,5,400503,flow,10,0.004629513747298808,0.0374382242387324,0.06351829324976119
331,1,400125,flow,7,408093,flow,12,0.004188742507924653,0.034665455237997134,0.06423111945540504
331,1,400125,flow,8,401448,flow,1,0.005728492376657227,0.04408887772520795,0.061962210486673434
331,1,400125,flow,10,400497,flow,2,5.781232156070419e-07,1.618595133779923e-05,-0.11187870735077689
331,1,400125,flow,10,400497,flow,3,3.7713218697147825e-06,8.912533083789858e-05,-0.10353691125636058
331,1,400125,flow,10,400497,flow,4,0.004908093066925888,0.039098215100718856,-0.06309883381517564
331,1,400125,flow,10,400497,flow,8,0.004567623798860525,0.03705049636938056,-0.06361457433222777
331,1,400125,flow,10,400497,flow,11,1.3839817233180883e-10,6.771009110684192e-09,0.14335371382485845
331,1,400125,flow,10,400497,flow,12,5.241721186106293e-16,4.117133731632579e-14,0.18050567774304496
331,1,400125,flow,12,404520,flow,2,5.6388568391026055e-05,0.0009922550527463646,-0.09024541889722591
331,1,400125,flow,12,404520,flow,3,0.00027419364070788187,0.0038346278014180957,-0.08156167040354104
331,1,400125,flow,12,404520,flow,4,0.00017295642141368145,0.002600667387772725,-0.08417567870806023
331,1,400125,flow,15,401472,flow,1,1.7049851021042833e-05,0.00034547540530443263,0.09633410947080166
331,1,400125,flow,15,401472,flow,3,7.45176635414458e-15,5.521720523139723e-13,-0.17328856862693195
331,1,400125,flow,15,401472,flow,4,1.449520259745602e-11,7.837205910013768e-10,-0.15075808570191318
331,1,400125,flow,15,401472,flow,5,0.0001672092472161599,0.002523913165526942,-0.0843644985924751
331,1,400125,flow,15,401472,flow,11,4.978711461513047e-05,0.00089281998811691,0.09089677102922694
