graph_slot,source_node_index,source_node_id,source_feature,target_node_index,target_node_id,target_feature,lag_5min_steps,raw_p_value,fdr_bh_q_value,parcorr_value
296,0,400593,flow,0,400593,flow,1,7.753781650255503e-14,4.969782897493141e-12,0.16656943127910778
296,0,400593,flow,0,400593,flow,2,2.4068877460099107e-30,3.808701488191507e-28,0.2527356208279877
296,0,400593,flow,0,400593,flow,3,1.781179947009569e-18,1.5767822481724053e-16,0.19498279486723172
296,0,400593,flow,0,400593,flow,4,1.8771249060249725e-18,1.6549346110260982e-16,0.19485394961178326
296,0,400593,flow,0,400593,flow,5,8.797359163011529e-08,2.683940083630636e-06,0.11969321475858594
296,0,400593,flow,0,400593,flow,6,1.758436369373151e-05,0.0003368711802967633,0.09618147823671402
296,0,400593,flow,0,400593,flow,7,0.00030903973379327245,0.004196974629547096,0.08087056801660833
296,0,400593,flow,0,400593,flow,8,0.0023791919238461893,0.023138471659197517,0.0681410801295926
296,0,400593,flow,0,400593,flow,9,4.730283949390987e-05,0.000814461006830174,0.09116329735216457
296,0,400593,flow,0,400593,flow,11,0.001759538047338487,0.01824143116031261,0.07014972597679218
296,0,400593,flow,5,400503,flow,4,0.0036932032253140525,0.03266715383570169,0.06511874100053679
296,0,400593,flow,9,402391,flow,2,0.0024650016378960768,0.023780274845268092,-0.06790183407978842
296,0,400593,flow,9,402391,flow,9,0.0013757130450153217,0.01482804479657233,-0.0717517970188333
296,0,400593,flow,13,400183,flow,4,0.0014896246569454643,0.01587365199310411,0.07123731426592293
296,0,400593,flow,13,400183,flow,12,1.6084794054697476e-06,3.991172332928954e-05,0.1074036140870248
296,0,400593,flow,15,401472,flow,11,0.0003308331829404236,0.0044495621117765565,0.08047453332748437
296,0,400593,flow,15,401472,flow,12,0.0006986798930853172,0.00844042823861457,0.07600937325078919
296,0,400593,flow,17,400260,flow,12,0.0002743072760477471,0.0037847570505470055,0.081559285907105
296,0,400593,occupancy,0,400593,flow,1,1.7597641435302245e-18,1.5610228131520677e-16,0.19506069368350787
296,0,400593,occupancy,0,400593,flow,4,5.683302570127582e-17,4.6765461148478395e-15,-0.18632369235503288
296,0,400593,occupancy,5,400503,flow,3,0.0038060357332395265,0.03348009441579058,-0.06490752036304462
296,0,400593,occupancy,8,401448,flow,5,0.0046927265105317015,0.039494600673089714,0.06342114914595276
296,0,400593,occupancy,15,401472,flow,11,0.003391421693950691,0.030529519033825163,0.06571391080373942
296,0,400593,occupancy,17,400260,flow,12,0.000233329284357486,0.003280125312152097,0.08248567911723302
296,0,400593,speed,0,400593,flow,1,9.24477209518959e-06,0.0001917302710092128,-0.09931532340176728
296,0,400593,speed,7,408093,flow,4,0.00024707337974457346,0.0034441981300308397,0.08215905174044362
296,0,400593,speed,16,405838,flow,6,0.0033695740242384036,0.030402171647263793,-0.06575884659718033
296,1,400125,flow,1,400125,flow,1,6.050669768656893e-94,2.5626366079017434e-91,0.43793902164738424
296,1,400125,flow,1,400125,flow,2,2.1245947600207294e-21,2.2774812315854967e-19,0.2108250865463815
296,1,400125,flow,1,400125,flow,5,0.003372185108529221,0.030419377049167334,0.06575346225383397
296,1,400125,flow,1,400125,flow,11,1.102177549579779e-05,0.0002241717049992771,0.09846763867047154
