graph_slot,source_node_index,source_node_id,source_feature,target_node_index,target_node_id,target_feature,lag_5min_steps,raw_p_value,fdr_bh_q_value,parcorr_value
20,0,400593,flow,0,400593,flow,1,1.0784113662801872e-10,6.5157162270355355e-09,0.144119235348063
20,0,400593,flow,0,400593,flow,2,5.003593782067613e-22,7.888877787785434e-20,0.21401282162723492
20,0,400593,flow,0,400593,flow,3,4.680820213192449e-21,6.785618564091067e-19,0.2090322402223004
20,0,400593,flow,0,400593,flow,4,1.5295505585700085e-14,1.31104333591715e-12,0.17123674685617765
20,0,400593,flow,0,400593,flow,5,6.061756965539273e-10,3.297750342159289e-08,0.13829237273072742
20,0,400593,flow,0,400593,flow,6,7.264884715301366e-12,4.973740407306165e-10,0.15295295890093774
20,0,400593,flow,0,400593,flow,7,6.628515505729742e-08,2.60319881679568e-06,0.12082589299196962
20,0,400593,flow,0,400593,flow,8,7.826677185597048e-07,2.4168152567390456e-05,0.11057193727245178
20,0,400593,flow,0,400593,flow,9,0.0014875424114084198,0.014989930527838521,0.0712463886828182
20,0,400593,flow,0,400593,flow,11,0.0003915255627410352,0.005191499174466764,0.07948804855774508
20,0,400593,flow,0,400593,flow,12,9.437759134280817e-07,2.8392144470816944e-05,0.10975703090740295
20,0,400593,flow,6,405843,flow,6,0.005039046716217671,0.038474163686921775,0.06290904644376231
20,0,400593,flow,6,405843,flow,10,7.682185349713114e-05,0.001321140155683147,0.08860877249190502
20,0,400593,flow,7,408093,flow,6,0.00705066445615931,0.04950247107201076,0.06044430613083001
20,0,400593,flow,8,401448,flow,3,0.004790556994314854,0.03710491674929641,0.06327311402108622
20,0,400593,flow,10,400497,flow,2,0.0065322262204925595,0.04672055839822493,0.061012014627433234
20,0,400593,flow,10,400497,flow,8,0.003885956771908204,0.03166226566322791,0.06476132280814934
20,0,400593,flow,11,405841,flow,1,1.1941455279614369e-05,0.000265847985492839,0.0980789575630447
20,0,400593,flow,13,400183,flow,3,0.00042699204676774284,0.0055684826617205556,0.07897588979664245
20,0,400593,flow,13,400183,flow,4,0.00489323014149245,0.03766034956573558,0.06312066255934139
20,0,400593,flow,14,401469,flow,4,0.0037950670614017037,0.031127187593042262,0.06492780216917847
20,0,400593,flow,15,401472,flow,3,0.0008986743043696146,0.010099565543383806,0.07445255630846892
20,0,400593,flow,17,400260,flow,2,0.003812278611163598,0.031220935735027003,0.06489600055282316
20,0,400593,flow,17,400260,flow,3,0.0003080158198703654,0.004274424483906131,0.0808898109052279
20,0,400593,flow,17,400260,flow,8,0.0032026320452125845,0.027304855802878163,0.06611123889538154
20,0,400593,flow,18,404528,flow,3,0.005704593023766645,0.042285246847412326,0.06200834356488635
20,0,400593,occupancy,0,400593,flow,1,4.737887447388604e-11,3.0011251866156553e-09,0.14691810893011037
20,0,400593,occupancy,0,400593,flow,2,0.0008139244211432562,0.009324193846032528,-0.07506855345341254
20,0,400593,occupancy,0,400593,flow,3,0.0014041239431602558,0.014326441744100861,-0.07161990503262623
20,0,400593,occupancy,0,400593,flow,4,7.043143583185754e-16,6.741748963227904e-14,-0.1797173297955028
20,0,400593,occupancy,3,400039,flow,10,0.004051418493872607,0.03270814407312589,0.0644671246347439
20,0,400593,occupancy,10,400497,flow,4,0.0043764868125974925,0.034621772269432714,0.06391956338905949
20,0,400593,occupancy,10,400497,flow,8,0.005109300733250513,0.03884579226969767,0.06280905850470371
20,0,400593,speed,10,400497,flow,3,0.004246843702265396,0.033843137417056836,-0.06413337264484441
20,0,400593,speed,16,405838,flow,5,0.0015522573456339332,0.0155369595299782,-0.07096967785742107
20,0,400593,speed,16,405838,flow,8,0.0025122634185739488,0.022549299747017366,-0.06777329708178412
20,1,400125,flow,1,400125,flow,1,5.452680099000191e-108,3.3176870461522293e-105,0.4664142927134707
20,1,400125,flow,1,400125,flow,2,1.005871723321107e-23,1.759257427023151e-21,0.22251249193429767
20,1,400125,flow,1,400125,flow,3,9.730999584785362e-07,2.9071865979441744e-05,0.10959581313715541
20,1,400125,flow,1,400125,flow,11,5.3698138659879084e-05,0.0009681801294268682,0.09050168225085913
20,1,400125,flow,1,400125,flow,12,5.612324198474239e-08,2.244929679389696e-06,0.12148700754649237
20,1,400125,flow,2,400331,flow,1,0.0014199314796235342,0.014456997388578051,0.07154758257750922
20,1,400125,flow,2,400331,flow,10,0.00039432054247421104,0.005222148201988325,0.07944614655327117
20,1,400125,flow,2,400331,flow,11,1.800525715740133e-07,6.5694857195923775e-06,0.11677992455558632
20,1,400125,flow,3,400039,flow,1,0.0009869400774319102,0.010843288744928414,0.07386576073597029
20,1,400125,flow,4,400316,flow,2,0.00664697740337297,0.04735322442560281,-0.06088295710313402
20,1,400125,flow,5,400503,flow,1,0.00047657443705581337,0.006067791241028923,0.07832274541870372
20,1,400125,flow,5,400503,flow,8,9.660768687420353e-05,0.0016064095738897587,0.08737773322338413
20,1,400125,flow,5,400503,flow,9,0.0019307541291366547,0.018351722415556323,0.06953685820326418
20,1,400125,flow,5,400503,flow,10,0.004784884706212515,0.037090798368631016,0.06328162220980134
20,1,400125,flow,5,400503,flow,12,0.004082339816086398,0.032881852381845746,0.06441335729790047
20,1,400125,flow,6,405843,flow,1,0.0003119409213482225,0.004316415055170792,0.0808163668415705
20,1,400125,flow,6,405843,flow,3,0.0031942501928278752,0.02726029402018258,0.06612936941944986
20,1,400125,flow,6,405843,flow,4,0.000700774679859152,0.008239920024473426,0.07599102425778519
20,1,400125,flow,6,405843,flow,8,0.0002260017780764433,0.003288405797542051,0.08266726548720901
20,1,400125,flow,7,408093,flow,2,0.00029044410232663734,0.0040566392565505125,0.0812297251479389
20,1,400125,flow,7,408093,flow,12,0.006061599457228879,0.04418850768685244,0.06156359202435765
20,1,400125,flow,8,401448,flow,1,3.6646025219879603e-06,9.373050855528709e-05,0.10366938813109898
20,1,400125,flow,8,401448,flow,12,0.0011261033145088467,0.012056422103291742,0.07303256548831287
20,1,400125,flow,9,402391,flow,1,0.0001607633501194904,0.002472401824550369,0.08458367424409548
20,1,400125,flow,9,402391,flow,9,0.003711463142449206,0.03066855542345174,0.06508416462203913
20,1,400125,flow,9,402391,flow,12,7.85697520803733e-06,0.00018357021578540436,0.10009357365435921
20,1,400125,flow,10,400497,flow,2,0.001152659893592982,0.012272076426114125,-0.07288446806620386
