graph_slot,source_node_index,source_node_id,source_feature,target_node_index,target_node_id,target_feature,lag_5min_steps,raw_p_value,fdr_bh_q_value,parcorr_value
139,0,400593,flow,0,400593,flow,1,1.9761711978914804e-09,6.846078247707455e-08,0.1340395378266793
139,0,400593,flow,0,400593,flow,2,2.339550664395195e-28,2.8310529048143536e-26,0.24409650508314143
139,0,400593,flow,0,400593,flow,3,1.9594748934453863e-24,2.0202700572038352e-22,0.22602404342402627
139,0,400593,flow,0,400593,flow,4,7.484234393190691e-17,4.981801629982093e-15,0.1855672051145421
139,0,400593,flow,0,400593,flow,5,8.895187577567602e-15,5.206939069795669e-13,0.1727960698742374
139,0,400593,flow,0,400593,flow,6,3.1450795243393664e-05,0.00047723019125908196,0.09326335429213295
139,0,400593,flow,0,400593,flow,8,0.0021662572110476234,0.017794696998908028,0.06877071737553629
139,0,400593,flow,0,400593,flow,9,0.00021836172421564658,0.002544706362588598,0.08286257499112518
139,0,400593,flow,0,400593,flow,12,2.77312954267852e-06,5.4385032986637864e-05,0.10494756781066648
139,0,400593,flow,2,400331,flow,1,0.004231199811370411,0.03014568524606634,0.06415957139732127
139,0,400593,flow,2,400331,flow,12,0.004324793120033431,0.030673298766285374,0.0640041204784731
139,0,400593,flow,3,400039,flow,9,2.081951580068197e-05,0.0003324965185173609,0.09534241597018775
139,0,400593,flow,3,400039,flow,10,0.0017038717816952485,0.014578582089371109,-0.07036082272966912
139,0,400593,flow,5,400503,flow,8,0.0028827139311975434,0.022369901531836513,0.06683603246816666
139,0,400593,flow,5,400503,flow,10,0.006707844304964652,0.043451623028111105,0.06081531214767093
139,0,400593,flow,6,405843,flow,6,0.00448362518297522,0.03152548956779452,0.06374715591633667
139,0,400593,flow,8,401448,flow,2,0.0021389020254310954,0.017613527925776463,0.068855676279906
139,0,400593,flow,11,405841,flow,1,0.0004909973317780797,0.005123450418553875,0.07814464739959599
139,0,400593,flow,11,405841,flow,6,0.0019680008645213136,0.016415840383726732,0.06941016793361551
139,0,400593,flow,13,400183,flow,3,0.0002819835629551957,0.003168824007329077,0.08140031261375946
139,0,400593,flow,13,400183,flow,7,0.004269435376389858,0.030355432564193856,0.06409569240463547
139,0,400593,flow,13,400183,flow,8,3.7917787104172736e-05,0.0005617449941358924,0.09230667074738888
139,0,400593,flow,14,401469,flow,9,0.0009563784127826386,0.008960214147085229,0.0740632315417336
139,0,400593,flow,19,401795,flow,8,0.0012414939039308286,0.011178102678160025,0.07241098403519039
139,0,400593,occupancy,0,400593,flow,1,9.754423582467063e-12,4.412472238351593e-10,0.151982708786273
139,0,400593,occupancy,0,400593,flow,3,3.41121380517643e-11,1.4634005599168003e-09,-0.14799328525941896
139,0,400593,occupancy,0,400593,flow,4,1.4766779531921043e-06,3.08027462954606e-05,-0.10778428922004074
139,0,400593,occupancy,0,400593,flow,5,5.0083017128441604e-05,0.0007178455009783269,0.09086586891461391
139,0,400593,occupancy,0,400593,flow,12,0.0020822693597465896,0.01718319700879707,0.06903477557683123
139,0,400593,occupancy,3,400039,flow,7,0.004917782960419333,0.03385629065977931,0.06308463470332865
139,0,400593,occupancy,3,400039,flow,9,8.361291396178314e-06,0.00014719143778113412,0.09979658860825051
139,0,400593,occupancy,6,405843,flow,6,0.00205982222171081,0.017033751910012825,0.06910700200633749
139,0,400593,occupancy,7,408093,flow,3,0.004208544913222839,0.03003135613655611,-0.06419766750176048
139,0,400593,occupancy,7,408093,flow,10,0.0050513960778988416,0.03458325048577337,-0.06289137955750825
139,0,400593,occupancy,11,405841,flow,1,0.0023206016024028726,0.018812157857722667,0.06830901334106099
139,0,400593,occupancy,13,400183,flow,8,0.0015393651035262232,0.01342090261802883,0.07102394504451531
139,0,400593,speed,0,400593,flow,1,0.00011035382666564668,0.001421373080487757,-0.0866557867565886
139,0,400593,speed,4,400316,flow,2,0.00550118763750425,0.03703374531969333,-0.062273088596203785
139,0,400593,speed,17,400260,flow,4,0.0001758775846929226,0.0021264796134156886,-0.08408195488598708
139,1,400125,flow,1,400125,flow,1,3.444626946851568e-229,1.984105121386503e-226,0.6396337823622126
139,1,400125,flow,1,400125,flow,2,2.897912529095932e-13,1.5229905262401978e-11,0.162754429993028
139,1,400125,flow,1,400125,flow,11,3.242549174335648e-07,7.76916940273433e-06,0.1143334975720327
139,1,400125,flow,1,400125,flow,12,6.189765462278961e-11,2.5760873600236137e-09,0.14603742898593153
