graph_slot,source_node_index,source_node_id,source_feature,target_node_index,target_node_id,target_feature,lag_5min_steps,raw_p_value,fdr_bh_q_value,parcorr_value
133,0,400593,flow,0,400593,flow,1,2.5295454332070425e-15,1.7373030638242327e-13,0.17621931722552348
133,0,400593,flow,0,400593,flow,2,5.0479864286700715e-09,1.8052401797892973e-07,0.1306904448351434
133,0,400593,flow,0,400593,flow,3,8.217337985638976e-27,1.2455754420336974e-24,0.23719443235803048
133,0,400593,flow,0,400593,flow,4,5.521582441422114e-33,1.094185144355208e-30,0.26378333600268733
133,0,400593,flow,0,400593,flow,5,1.806113516976195e-24,2.415606932921722e-22,0.226250303483475
133,0,400593,flow,0,400593,flow,6,2.7193772993917505e-20,2.757678388115578e-18,0.20502887276231752
133,0,400593,flow,0,400593,flow,7,6.486940234599385e-11,2.9405647233441075e-09,0.14588238142974433
133,0,400593,flow,0,400593,flow,8,2.8974405370443757e-08,9.030983492086365e-07,0.12407965638375354
133,0,400593,flow,0,400593,flow,10,1.4029243610753382e-08,4.665614503345236e-07,0.1268643887227087
133,0,400593,flow,0,400593,flow,11,1.2580671222421025e-07,3.5314164834866034e-06,0.11824685302121785
133,0,400593,flow,0,400593,flow,12,0.0023523830686156258,0.020320525607717462,0.06821744528891491
133,0,400593,flow,2,400331,flow,2,0.006881676052745812,0.04699468945283261,0.06062511424722534
133,0,400593,flow,2,400331,flow,3,0.003574845770756499,0.028124811017425012,0.06534670035196671
133,0,400593,flow,2,400331,flow,7,0.0010878233522398908,0.010916136775090193,0.07325182032903241
133,0,400593,flow,9,402391,flow,2,0.0052206628629130536,0.037790320991595835,0.06265307980119035
133,0,400593,flow,11,405841,flow,6,0.00382563985162571,0.029713439935891605,0.06487140287274949
133,0,400593,flow,11,405841,flow,11,4.4545648479436403e-05,0.0007129944476886449,0.09147509733284302
133,0,400593,flow,12,404520,flow,1,0.00675718203364365,0.04626886413907207,0.060760883624596904
133,0,400593,flow,13,400183,flow,6,0.002177514127808378,0.019061521848292188,0.06873604112908803
133,0,400593,flow,13,400183,flow,10,0.00030899754215692437,0.0038062999204959034,0.08087135976443016
133,0,400593,flow,13,400183,flow,11,0.00011956136444649124,0.0017063267076605291,0.08621823467060313
133,0,400593,flow,17,400260,flow,7,0.007379449925462738,0.04944164690152965,0.06010339427150704
133,0,400593,flow,17,400260,flow,10,0.0010337059790314872,0.010460552423087431,0.07357427686361079
133,0,400593,flow,19,401795,flow,4,0.0042253869663347555,0.0319979927715028,0.06416932851704218
133,0,400593,flow,19,401795,flow,5,0.0017454436518664527,0.01596000800184177,0.07020258798746072
133,0,400593,flow,19,401795,flow,6,0.00022152092579572972,0.0028660389321280397,0.08278104805981155
