graph_slot,source_node_index,source_node_id,source_feature,target_node_index,target_node_id,target_feature,lag_5min_steps,raw_p_value,fdr_bh_q_value,parcorr_value
141,0,400593,flow,0,400593,flow,1,2.9353011013021895e-10,1.0718935551669873e-08,0.14076487133565752
141,0,400593,flow,0,400593,flow,2,1.2604768156502399e-33,1.8396148120300797e-31,0.2663117081725413
141,0,400593,flow,0,400593,flow,3,3.8207434862412793e-31,5.174172997041482e-29,0.2561179889772265
141,0,400593,flow,0,400593,flow,4,3.222698249814884e-10,1.1709046626745415e-08,0.14047949555287934
141,0,400593,flow,0,400593,flow,5,4.750466862971307e-13,2.3642876553036922e-11,0.16128446334155802
141,0,400593,flow,0,400593,flow,6,3.531051381088243e-07,8.502866201951621e-06,0.11397484710542362
141,0,400593,flow,0,400593,flow,7,0.0038401054534904834,0.02936928047852269,0.0648448598736212
141,0,400593,flow,0,400593,flow,8,4.7440690445045627e-07,1.1060107000679824e-05,0.11272383371285762
141,0,400593,flow,0,400593,flow,9,2.6159511400781576e-07,6.424621333222081e-06,0.11523227659379687
141,0,400593,flow,0,400593,flow,10,0.003530858765987117,0.02753802106709577,0.06543317212431801
141,0,400593,flow,0,400593,flow,12,0.0005064553647959987,0.005628729549572201,0.07795910004457456
141,0,400593,flow,3,400039,flow,1,0.0018653247814428258,0.016657910130515065,0.06976493935284463
141,0,400593,flow,3,400039,flow,7,0.002125333264854137,0.0184625773258996,0.06889818773622787
141,0,400593,flow,3,400039,flow,9,0.006386453677267081,0.043995343463233604,0.0611789319669661
141,0,400593,flow,6,405843,flow,3,0.0023017280229403452,0.01965500110516365,0.0683639360866057
141,0,400593,flow,11,405841,flow,1,0.006468778648910456,0.044449059588505126,0.061084249676801906
141,0,400593,flow,11,405841,flow,6,0.0022612841875533033,0.019359389001645404,0.06848303075052176
141,0,400593,flow,13,400183,flow,8,4.8419040269548265e-06,9.388251973269681e-05,0.10237687269277602
141,0,400593,flow,14,401469,flow,1,0.0002943834904595174,0.0035642844136354124,0.08115187804436533
141,0,400593,flow,14,401469,flow,9,3.2988483785868405e-05,0.0005287949905564064,0.093020007907133
141,0,400593,flow,19,401795,flow,8,0.0011319024524069573,0.010978488088006411,0.07299995230963825
141,0,400593,occupancy,0,400593,flow,1,7.125355513433467e-19,5.586485629407001e-17,0.19726724163174722
141,0,400593,occupancy,0,400593,flow,3,3.734333187846309e-06,7.383212527000483e-05,-0.10358241613961927
141,0,400593,occupancy,0,400593,flow,4,6.49443318237379e-08,1.7556915737080584e-06,0.12090726528200135
141,0,400593,occupancy,0,400593,flow,5,1.1849618367882538e-07,3.0652904999552436e-06,-0.11849010434701274
141,0,400593,occupancy,0,400593,flow,6,0.007012700075747364,0.04744554922347878,0.06048458449126185
141,0,400593,occupancy,0,400593,flow,9,0.002517464684667798,0.021014847772658104,0.0677592866005079
141,0,400593,occupancy,3,400039,flow,9,0.0011719531792923797,0.01128334685657027,0.07277883919816397
141,0,400593,occupancy,11,405841,flow,1,0.006080911965957885,0.042240777766422356,0.06154021148290976
