graph_slot,source_node_index,source_node_id,source_feature,target_node_index,target_node_id,target_feature,lag_5min_steps,raw_p_value,fdr_bh_q_value,parcorr_value
108,0,400593,flow,0,400593,flow,1,4.788047146553381e-28,7.08368618942144e-26,0.24265438592278663
108,0,400593,flow,0,400593,flow,2,3.2540406515296135e-26,4.5346631014864295e-24,0.23438363045032437
108,0,400593,flow,0,400593,flow,3,5.600605326004081e-19,5.5238847050999154e-17,0.1978016510089605
108,0,400593,flow,0,400593,flow,4,1.2366731023179553e-14,9.438918378115843e-13,0.17187568119915325
108,0,400593,flow,0,400593,flow,8,1.4717954872111779e-06,3.855765011978343e-05,0.10779901002167472
108,0,400593,flow,0,400593,flow,11,0.0049406049265637705,0.03842921732675702,0.06305129212676877
108,0,400593,flow,0,400593,flow,12,0.0003804991435688968,0.004934723206897732,0.07965612685609383
108,0,400593,flow,4,400316,flow,10,0.001640936612604111,0.016184580288698083,0.07060725831339985
108,0,400593,flow,5,400503,flow,1,0.0022060887658493745,0.02060606155344713,0.06864875065470298
108,0,400593,flow,5,400503,flow,9,0.0008582853040447326,0.009678393405046318,0.07473908142324721
108,0,400593,flow,7,408093,flow,5,0.00013600094185595634,0.0020535619322535176,0.08551054284460592
108,0,400593,flow,8,401448,flow,1,7.505728860454407e-05,0.001244115606450277,0.08873272512993739
108,0,400593,flow,8,401448,flow,6,8.846519643464198e-05,0.001427854816126393,0.08785257713569775
108,0,400593,flow,11,405841,flow,3,0.00026696141641032107,0.0036716756411734703,0.08171536650540298
108,0,400593,flow,12,404520,flow,10,0.002631411210906341,0.023771845318099945,0.06745880701572453
108,0,400593,flow,13,400183,flow,1,0.0016670150172648393,0.01641555704258971,0.07050410633345512
108,0,400593,flow,17,400260,flow,4,0.0026845471793275756,0.024128982279094126,0.0673227305549261
108,0,400593,occupancy,0,400593,flow,3,5.497254821250246e-08,1.8743599706236041e-06,-0.12156906129672093
108,0,400593,speed,1,400125,flow,2,0.006231455358432633,0.04587022444850551,-0.061360214004194474
108,0,400593,speed,3,400039,flow,2,0.0010973227367155325,0.011777476329468572,-0.073196753748038
108,1,400125,flow,1,400125,flow,1,1.260557019280885e-178,6.807007904116779e-176,0.579391760865619
108,1,400125,flow,1,400125,flow,2,1.0365165639730486e-15,8.322958283203661e-14,0.17863640538441053
108,1,400125,flow,1,400125,flow,11,2.9286415541554333e-07,8.767658706827076e-06,0.11476052231359837
108,1,400125,flow,1,400125,flow,12,0.00024519969504063993,0.0034125730753078753,0.08220256180004328
108,1,400125,flow,2,400331,flow,11,0.00557949584266124,0.04224223981825544,0.06217013687050056
108,1,400125,flow,3,400039,flow,1,2.3499109276312328e-14,1.7593787187810964e-12,0.1700677957720326
108,1,400125,flow,3,400039,flow,11,0.0008827473219180092,0.009882011999704067,0.07456409159667554
108,1,400125,flow,3,400039,flow,12,4.469374334405027e-09,1.8335894705251394e-07,0.13113883425725886
108,1,400125,flow,4,400316,flow,2,0.0015006148716689386,0.015160561846608547,-0.07118961157836538
108,1,400125,flow,4,400316,flow,3,5.597905478079536e-06,0.00012849602372637405,-0.10169762159802119
108,1,400125,flow,4,400316,flow,11,3.4487290797301404e-05,0.0006419004577524432,0.09279296398601425
108,1,400125,flow,5,400503,flow,1,0.00022901137472588416,0.003227827532841173,0.08259202450804146
