graph_slot,source_node_index,source_node_id,source_feature,target_node_index,target_node_id,target_feature,lag_5min_steps,raw_p_value,fdr_bh_q_value,parcorr_value
53,0,400593,flow,0,400593,flow,1,4.372049769544007e-23,5.320353522374679e-21,0.21930363978699033
53,0,400593,flow,0,400593,flow,2,3.272845394382119e-25,4.377304056882587e-23,0.22968497386122938
53,0,400593,flow,0,400593,flow,3,1.0073814834879162e-20,1.104941556696789e-18,0.20727670132306328
53,0,400593,flow,0,400593,flow,4,1.394634664831572e-06,3.510968386988573e-05,0.10803810110136333
53,0,400593,flow,0,400593,flow,5,1.2997433649227403e-06,3.304821269256173e-05,0.10835020303648833
53,0,400593,flow,0,400593,flow,6,0.00011096499246306342,0.0018130437497747124,0.08662569611295445
53,0,400593,flow,0,400593,flow,7,0.0014086595883410315,0.015591620347510264,0.07159907717641965
53,0,400593,flow,0,400593,flow,8,7.135675347031656e-07,1.905198856562222e-05,0.11097223543916855
53,0,400593,flow,0,400593,flow,9,0.0021404541014603384,0.021984692625555545,0.06885082932461094
53,0,400593,flow,0,400593,flow,10,3.6088593087410285e-07,1.0048756960486093e-05,0.113882960677123
53,0,400593,flow,0,400593,flow,11,1.4117710616108113e-05,0.00029434609006557454,0.09726234525470011
53,0,400593,flow,1,400125,flow,4,0.0003155974812373785,0.004483331532211361,0.08074872131251408
53,0,400593,flow,6,405843,flow,10,0.005273290123166505,0.0439610446392885,0.06258041043726728
53,0,400593,occupancy,0,400593,flow,3,4.399873994448799e-12,2.436853289233181e-10,-0.15452668049810322
53,0,400593,occupancy,0,400593,flow,8,9.063798202505072e-05,0.0015241575801799108,0.08772195648951245
53,0,400593,occupancy,0,400593,flow,10,0.0008857870977706034,0.010582412230002785,0.07454266115426475
53,0,400593,occupancy,6,405843,flow,9,0.002252451906636677,0.02290089959206977,-0.06850929832821263
53,0,400593,occupancy,13,400183,flow,8,0.0033526811942521393,0.031181017780773392,0.06579377348579485
53,0,400593,occupancy,19,401795,flow,9,0.004502454176367816,0.0390574338190943,-0.0637172423026452
53,0,400593,occupancy,19,401795,flow,12,0.0025450885431214376,0.02524054753508864,-0.06768531759073249
53,0,400593,speed,4,400316,flow,6,0.004723603871391398,0.04056852629107523,0.06337412705976239
53,0,400593,speed,9,402391,flow,10,0.005130040180745868,0.04310790426147082,0.0627797788008696
53,1,400125,flow,0,400593,flow,10,0.005614631618711749,0.0462268126411945,0.062124366732293365
53,1,400125,flow,1,400125,flow,1,7.210607506194049e-134,4.153309923567772e-131,0.512857167707076
53,1,400125,flow,1,400125,flow,2,1.3345155668643212e-14,9.592524540522243e-13,0.17157707344710363
53,1,400125,flow,1,400125,flow,3,0.00018783587711020057,0.0028627293135774948,0.08369191244748427
53,1,400125,flow,1,400125,flow,9,0.0005378921388170502,0.007022345239315977,0.07759749038636239
53,1,400125,flow,1,400125,flow,11,0.0005438531679755568,0.007095879449273348,0.07753114953170341
53,1,400125,flow,1,400125,flow,12,1.0068342147697182e-05,0.00021650193169761985,0.09890471930582746
53,1,400125,flow,3,400039,flow,2,0.0007987431025568846,0.009739119963437034,0.07518513917928742
53,1,400125,flow,3,400039,flow,11,0.0017889043500043111,0.019067522309446396,0.07004082379705717
53,1,400125,flow,5,400503,flow,2,0.004519882309479504,0.03917715003401175,0.06368965499042253
53,1,400125,flow,5,400503,flow,7,0.0010120964478502032,0.011851913192717186,0.07370741599098585
53,1,400125,flow,5,400503,flow,11,0.004625708900882222,0.039894315136376916,0.06352417867866035
53,1,400125,flow,6,405843,flow,1,6.214952855878053e-05,0.0011008034578676993,0.08973350966903439
53,1,400125,flow,6,405843,flow,6,0.0005232099400346245,0.006865938459749629,0.07776385576057707
53,1,400125,flow,6,405843,flow,11,3.713723417014328e-05,0.000687962485484644,0.09241353852577597
53,1,400125,flow,8,401448,flow,1,0.0002696701827243531,0.003900151286806847,0.08165734929681838
53,1,400125,flow,8,401448,flow,4,0.0005356334864118616,0.0069970869709683765,0.07762280608276445
53,1,400125,flow,8,401448,flow,6,0.0031367742956796094,0.029614309572151012,0.06625487397172074
53,1,400125,flow,8,401448,flow,11,0.003793406686509319,0.034183389415353066,0.06493087695056941
53,1,400125,flow,8,401448,flow,12,0.003101256600418925,0.02933529343947833,0.06633348184868157
53,1,400125,flow,9,402391,flow,1,0.0008791585401268561,0.010514852971616884,0.07458948070704362
53,1,400125,flow,9,402391,flow,4,0.00039000118618720336,0.005373213650831726,0.07951101968091775
53,1,400125,flow,9,402391,flow,11,0.00055442501970941,0.007214205075736902,0.07741514182630267
53,1,400125,flow,10,400497,flow,2,0.00013109013373897703,0.002099775223405194,-0.08571310425358425
53,1,400125,flow,10,400497,flow,3,0.0012415900633260517,0.01397516694520204,-0.07241048867528993
53,1,400125,flow,10,400497,flow,10,0.00013671105318665674,0.0021696978316177707,0.08548182372347186
53,1,400125,flow,10,400497,flow,11,3.8029616100228627e-13,2.3041787034079618e-11,0.16198805526852694
53,1,400125,flow,10,400497,flow,12,1.07960458342797e-06,2.796098201683951e-05,0.10916806007485992
53,1,400125,flow,11,405841,flow,12,0.002121765310221601,0.0218290691596983,0.06890940756780085
53,1,400125,flow,12,404520,flow,2,0.0003059292417437691,0.004356798384214104,-0.08092921089535869
53,1,400125,flow,12,404520,flow,3,0.006167797097253986,0.049596211011192166,-0.06143584437683371
53,1,400125,flow,12,404520,flow,10,0.0029767424528106615,0.028456577552870232,0.06661569283632994
53,1,400125,flow,15,401472,flow,1,1.89948806854903e-08,6.435912514613185e-07,0.12570822188602873
53,1,400125,flow,15,401472,flow,2,2.862038691984729e-14,1.9709892669660275e-12,0.16950857865093155
53,1,400125,flow,15,401472,flow,3,2.35825257042374e-09,9.26150100384596e-08,0.13346922897558816
53,1,400125,flow,15,401472,flow,4,2.6142522313910244e-06,6.284679821707972e-05,0.10521622109133054
53,1,400125,flow,15,401472,flow,12,4.7398644415905324e-05,0.0008578221360566025,0.09115277557982546
53,1,400125,flow,16,405838,flow,3,0.0062171698833322735,0.04990370474915538,0.061377125432632997
