graph_slot,source_node_index,source_node_id,source_feature,target_node_index,target_node_id,target_feature,lag_5min_steps,raw_p_value,fdr_bh_q_value,parcorr_value
226,0,400593,flow,0,400593,flow,1,3.4996610761288155e-06,8.071829070409228e-05,0.10382954287206919
226,0,400593,flow,0,400593,flow,2,6.611919359014821e-14,4.157713483397966e-12,0.167070624586214
226,0,400593,flow,0,400593,flow,3,6.436836637564479e-16,4.794333495565267e-14,0.17991333494902526
226,0,400593,flow,0,400593,flow,4,4.1973381824531205e-28,6.296007273679681e-26,0.24302791722818914
226,0,400593,flow,0,400593,flow,5,9.910258261442147e-23,1.1992245291156883e-20,0.21763243064033466
226,0,400593,flow,0,400593,flow,6,8.60086964292592e-15,5.888392528912833e-13,0.1728897720938244
226,0,400593,flow,0,400593,flow,7,2.077684893268965e-11,9.950774655124088e-10,0.1496012828025612
226,0,400593,flow,0,400593,flow,8,9.88989610102009e-10,3.992930014617457e-08,0.1365738629609378
226,0,400593,flow,0,400593,flow,10,0.00021867320043057574,0.0030932161946957666,0.08285448797847801
226,0,400593,flow,2,400331,flow,2,0.0012025303893482653,0.012572437758917004,0.07261467633128096
226,0,400593,flow,2,400331,flow,3,0.00023281381780035788,0.003259091681456727,0.08249827702896802
226,0,400593,flow,2,400331,flow,9,0.00022194796074950204,0.0031303140399537997,0.082770111708308
226,0,400593,flow,4,400316,flow,2,0.006406877670455626,0.04764625845475694,0.06115534034827333
226,0,400593,flow,4,400316,flow,6,0.005077051814191077,0.0399724145021058,0.06285480107169107
226,0,400593,flow,5,400503,flow,1,0.00366995385648073,0.030814772905727414,0.06516299070241226
226,0,400593,flow,5,400503,flow,5,0.004536641269370741,0.03643482112601153,0.06366321759400953
226,0,400593,flow,6,405843,flow,1,1.8826477489974554e-05,0.0003683441248038499,0.09584318913057262
226,0,400593,flow,6,405843,flow,3,0.006676490918078724,0.049210035773900034,0.060850087822840786
226,0,400593,flow,7,408093,flow,9,0.006572630985296056,0.04863611828790504,0.0609663417621674
226,0,400593,flow,11,405841,flow,2,0.004026732237679801,0.033210162784988055,0.06451031802876155
226,0,400593,flow,11,405841,flow,3,0.00629152857566442,0.046990669859734255,0.061289477676507324
226,0,400593,flow,11,405841,flow,10,0.0011354019490117506,0.012024083979585857,0.07298034644425659
226,0,400593,flow,12,404520,flow,6,0.0028608758811411966,0.02531541132021706,0.0668881431930382
226,0,400593,flow,13,400183,flow,1,0.0004909434046322888,0.006112033164298235,0.07814530417819646
226,0,400593,flow,13,400183,flow,2,0.002778661129808163,0.024739934214285376,0.06708763826127621
226,0,400593,flow,13,400183,flow,3,5.618995860059575e-06,0.00012365798326774001,0.10167995917888398
226,0,400593,flow,13,400183,flow,6,0.00010094780768852057,0.0016003468961996656,0.08713985453802317
